/* DATA DESCRIPTION:
Citation:	Llorente, Mireia; Rovira, Pere; Merino, Agustín; Rubio, Agustín; Turrión, MaBelén; Badía, David; Romanya, Joan; González, Jordi Cortina José Antonio (2018): Physical characteristics of soil profiles from the CARBOSOL Database of Spain [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.884513, 
	In: Llorente, M et al. (2018): The CARBOSOL Database: a georeferenced soil profile analytical database for Spain [dataset publication series]. PANGAEA, https://doi.org/10.1594/PANGAEA.884517
Further details:	Llorente, Mireia; Rovira, Pere; Merino, Agustín; Rubio, Agustín; Turrión, MaBelén; Badía, David; Romanya, Joan; González, Jordi Cortina José Antonio (2018): Further information to the CARBOSOL Database of Spain [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.884515
Coverage:	MEDIAN LATITUDE: 40.616043 * MEDIAN LONGITUDE: -3.227614 * SOUTH-BOUND LATITUDE: 36.032343 * WEST-BOUND LONGITUDE: -9.104709 * NORTH-BOUND LATITUDE: 43.733352 * EAST-BOUND LONGITUDE: 4.060389
Event(s):	CARBOSOL_DB (CARBOSOL Database Spain) * LATITUDE: 40.308250 * LONGITUDE: -3.732393 * METHOD/DEVICE: Soil profile (SOIL)
Parameter(s):	Sample ID (Sample ID) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Unique identification number of profile
	Sample ID (Sample ID) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Unique identification number of reference
	Date (Date) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Province (Province) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Location (Location) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	UTM Easting, Universal Transverse Mercator [m] (UTM east) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	UTM Northing, Universal Transverse Mercator [m] (UTM north) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	LATITUDE (Latitude) * GEOCODE * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	LONGITUDE (Longitude) * GEOCODE * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Number (No) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Number of horizons in the profile
	Number (No) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Number of horizons in the profile with organic matter measurement
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Land cover classes (LCC) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Code (Code) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Land cover class code
	Code (Code) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: CORINE Land Cover Code Level 1
	Code (Code) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: CORINE Land Cover Code Level 2-3
	Description (Description) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Vegetation details provided by original reference
	ALTITUDE [m] (Altitude) * GEOCODE * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Orientation (Orientation) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Percentage [%] (Perc) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Of Slope
	Parent material (Parent material) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Parent material by original reference
	Parent material (Parent material) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Parent material consistency
	Parent material (Parent material) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Parent material silica content
	Classification (Classification) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Soil classification into WRB system
	Classification (Classification) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Soil classification into USDA system
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	115143 data points
*/
Sample ID (Unique identification number ...)	Sample ID (Unique identification number ...)	Date	Province	Location	UTM east [m]	UTM north [m]	Latitude	Longitude	No (Number of horizons in the pro...)	No (Number of horizons in the pro...)	Depth sed [m]	LCC	Code (Land cover class code)	Code (CORINE Land Cover Code Level 1)	Code (CORINE Land Cover Code Level 2-3)	Description (Vegetation details provided b...)	Altitude [m]	Orientation	Perc [%] (Of Slope)	Parent material (Parent material by original r...)	Parent material (Parent material consistency)	Parent material (Parent material silica content)	Classification (Soil classification into WRB ...)	Classification (Soil classification into USDA...)
37	119	1974	GIPUZKOA	URNIETA	584305	4785986	43.2220	-1.9619	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	400	North-West	38	SANDSTONE				
38	119	1974	GIPUZKOA	USURBIL	579068	4791970	43.2764	-2.0256	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	80	South	28	SEDIMENTARY ROCK				
39	119	1974	GIPUZKOA	AYA	572072	4788498	43.2458	-2.1122	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	40	South	65	SANDSTONE				
40	119	1974	GIPUZKOA	AYA	568223	4787780	43.2397	-2.1597	2	2	1.25	Coniferous forests	9	3	312	Pinus radiata	235	North	30	SEDIMENTARY ROCK				
41	119	1974	GIPUZKOA	DEVA	555903	4791061	43.2703	-2.3111	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	170	East	45	SEDIMENTARY ROCK				
42	119	1974	GIPUZKOA	AZPEITIA	560154	4781996	43.1883	-2.2597	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	160	South-East	45	SEDIMENTARY ROCK				
43	119	1974	GIPUZKOA	ELGOIBAR	548177	4787053	43.2347	-2.4067	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	60	South-East	81	SANDSTONE				
44	119	1974	GIPUZKOA	REGIL	564704	4780650	43.1758	-2.2039	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	210	East	62	SEDIMENTARY ROCK				
45	119	1974	GIPUZKOA	AZCOITIA	554934	4779885	43.1697	-2.3242	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	120	East	30	CALC-SILICATE ROCK				
46	119	1974	GIPUZKOA	ELGUETA	540308	4778981	43.1625	-2.5042	3	3	0.53	Coniferous forests	9	3	312	Pinus radiata	290	West	48	SANDSTONE				
47	119	1974	GIPUZKOA	ALEGRIA DE ORIA	572670	4773370	43.1096	-2.1068	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	200	South	34	SEDIMENTARY ROCK				
48	119	1974	GIPUZKOA	ALEGRIA DE ORIA	572550	4774000	43.1153	-2.1082	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	340	South-East	27	SANDSTONE				
49	119	1974	GIPUZKOA	VERGARA	550475	4775285	43.1286	-2.3794	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	630	North	7	SANDSTONE				
50	119	1974	GIPUZKOA	ANZUOLA	549321	4772346	43.1022	-2.3939	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	230	South-West	45	MIXTURE OF SILICA		Silicic material		
51	119	1974	GIPUZKOA	AMEZQUETA	574820	4768100	43.0619	-2.0811	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	120	East	68	SEDIMENTARY ROCK				
52	119	1974	GIPUZKOA	ICHASO-EZQUIOGA	559260	4768013	43.0625	-2.2722	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	200	South-East	45	SEDIMENTARY ROCK				
53	119	1974	GIPUZKOA	ONATE	548488	4765492	43.0406	-2.4047	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	305	South-East	9	SEDIMENTARY ROCK				
54	119	1974	GIPUZKOA	MONDRAGON (SANTA AGUEDA)	542403	4768813	43.0708	-2.4792	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	320	East	16	SEDIMENTARY ROCK				
55	119	1974	GIPUZKOA	ATAUN	566720	4758520	42.9764	-2.1817	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	210	North-West	60	LIMESTONE		Calcareous material		
56	119	1974	GIPUZKOA	CEGAMA	558023	4759149	42.9828	-2.2883	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	310	South	20	MIXTURE OF SILICA		Silicic material		
57	119	1974	GIPUZKOA	ESCORIAZA	538599	4761634	43.0064	-2.5264	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	445	North-West	30	SANDSTONE				
58	119	1974	GIPUZKOA	ESCORIAZA	535502	4760846	42.9995	-2.5644	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	365	South-West	47	SEDIMENTARY ROCK				
59	119	1974	ALAVA	OZAETA	543286	4747226	42.8764	-2.4700	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	540	South-West	12	SANDSTONE				
60	119	1974	ALAVA	OZAETA	539779	4749395	42.8961	-2.5128	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	565	South-West	10	SEDIMENTARY ROCK				
61	119	1974	ALAVA	ARAMAYONA	530496	4766344	43.0492	-2.6256	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	590	West	34	SEDIMENTARY ROCK				
62	119	1974	ALAVA	ARAMAYONA	532228	4763606	43.0245	-2.6044	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	660	South-West	16	SEDIMENTARY ROCK				
63	119	1974	ALAVA	ARAMAYONA	537380	4765237	43.0389	-2.5411	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	500	North-West	33	SEDIMENTARY ROCK				
64	119	1974	ALAVA	ARAMAYONA	533458	4762070	43.0106	-2.5894	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	520	South-East	13	SEDIMENTARY ROCK				
65	119	1974	ALAVA	ARAMAYONA	537144	4766870	43.0536	-2.5439	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	350	South-East	32	MIXTURE OF SILICA		Silicic material		
66	119	1974	ALAVA	ARAMAYONA	532463	4761911	43.0092	-2.6017	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	580	North-East	50	SEDIMENTARY ROCK				
67	119	1974	ALAVA	LEZAMA	503847	4765228	43.0397	-2.9528	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	350	West	37	SEDIMENTARY ROCK				
68	119	1974	ALAVA	LEZAMA	504323	4762699	43.0170	-2.9469	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	410	North	15	MIXTURE OF SILICA		Silicic material		
69	119	1974	ALAVA	AYALA	496904	4772847	43.1083	-3.0381	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	320	West	35	SANDSTONE				
70	119	1974	ALAVA	AYALA	493715	4771091	43.0925	-3.0772	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	380	North-East	10	SEDIMENTARY ROCK				
71	119	1974	ALAVA	AYALA	494893	4774329	43.1217	-3.0628	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	500	South	35	SANDSTONE				
72	119	1974	ALAVA	OQUENDO	497447	4776456	43.1408	-3.0314	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	170	South-West	55	CALC-SILICATE ROCK				
73	119	1974	ALAVA	LLODIO	513393	4777579	43.1508	-2.8353	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	210	South-East	80	SEDIMENTARY ROCK				
74	119	1974	BIZKAIA	BERMEO	519075	4805140	43.3989	-2.7644	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	340	East	75	SANDSTONE				
75	119	1974	BIZKAIA	BERMEO	519553	4803044	43.3800	-2.7586	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	530	North	20	SANDSTONE				
76	119	1974	BIZKAIA	GAUTEGIZ DE ARTEAGA	529593	4802155	43.3717	-2.6347	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	120	North-West	29	LIMESTONE		Calcareous material		
77	119	1974	BIZKAIA	GUERNICA	524892	4795503	43.3120	-2.6931	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	100	East	36	SEDIMENTARY ROCK				
78	119	1974	BIZKAIA	ECHEVARRIA	542796	4789053	43.2531	-2.4728	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	115	West	55	SEDIMENTARY ROCK				
79	119	1974	BIZKAIA	MURELAGA	533684	4793999	43.2981	-2.5847	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	165	South	50	SEDIMENTARY ROCK				
80	119	1974	BIZKAIA	MURELAGA	533850	4792426	43.2839	-2.5828	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	120	North-West	21	SANDSTONE				
81	119	1974	BIZKAIA	MENDATA	531276	4793463	43.2933	-2.6144	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	190	South-East	32	CALC-SILICATE ROCK				
82	119	1974	BIZKAIA	BERRIZ	533854	4782616	43.1956	-2.5833	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	570	East	45	SANDSTONE				
83	119	1974	BIZKAIA	GARAY	530283	4783803	43.2064	-2.6272	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	520	South-West	40	SANDSTONE				
84	119	1974	BIZKAIA	GARAY	530690	4783619	43.2047	-2.6222	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	500	North-East	40	SANDSTONE				
85	119	1974	BIZKAIA	DURANGO	528405	4779568	43.1683	-2.6506	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	200	North-West	21	SANDSTONE				
86	119	1974	BIZKAIA	DURANGO	527551	4778609	43.1597	-2.6611	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	210	West	24	SANDSTONE				
87	119	1974	BIZKAIA	IZURZA	528506	4776854	43.1439	-2.6494	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	230	South	30	CALC-SILICATE ROCK				
88	119	1974	BIZKAIA	DURANGO	528439	4782160	43.1917	-2.6500	4	4	1.00	Coniferous forests	9	3	312	Pinus radiata	310	South-East	23	MIXTURE OF SILICA		Silicic material		
89	119	1974	BIZKAIA	MANARIA	528442	4775959	43.1358	-2.6503	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	260	North-East	45	SANDSTONE				
90	119	1974	BIZKAIA	ABADIANO	527927	4769448	43.0772	-2.6569	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	630	West	23	SEDIMENTARY ROCK				
91	119	1974	BIZKAIA	CENAURI	523857	4769217	43.0753	-2.7069	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	600	South-West	25	SANDSTONE				
92	119	1974	BIZKAIA	CASTILO ELEJABEITIA	518595	4774907	43.1267	-2.7714	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	165	South-West	18	CALC-SILICATE ROCK				
93	119	1974	BIZKAIA	VILLARO	516590	4772527	43.1053	-2.7961	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	400	South	30	SEDIMENTARY ROCK				
