station_provincia,cultivo_grupo,rate
GIRONA,Forest-Frondosas,0.2302158273381295
GIRONA,Frutal,0.17985611510791366
GIRONA,Olivar,0.12949640287769784
GIRONA,Pastizal,0.04316546762589928
GIRONA,Mixto,0.02877697841726619
GIRONA,Cereal de invierno,0.02158273381294964
GIRONA,Matorral,0.014388489208633094
GIRONA,Viñedo,0.014388489208633094
GIRONA,Maíz,0.007194244604316547
GRANADA,Forest-Coníferas,0.21810699588477367
GRANADA,Otros,0.18930041152263374
GRANADA,Cereal de invierno,0.13580246913580246
GRANADA,Matorral,0.11522633744855967
GRANADA,Forest-Frondosas,0.09465020576131687
GRANADA,Pastizal,0.09053497942386832
GRANADA,Agua,0.04526748971193416
GRANADA,Olivar,0.04526748971193416
GRANADA,Frutal,0.0205761316872428
GRANADA,Frutos secos,0.0205761316872428
GRANADA,Desnudo,0.00823045267489712
GRANADA,Hortaliza,0.00823045267489712
GRANADA,Forest-Otros,0.00411522633744856
GRANADA,Viñedo,0.00411522633744856
GUADALAJARA,Forest-Coníferas,0.328042328042328
GUADALAJARA,Forest-Frondosas,0.23809523809523808
GUADALAJARA,Cereal de invierno,0.19576719576719576
GUADALAJARA,Matorral,0.1111111111111111
GUADALAJARA,Pastizal,0.0582010582010582
GUADALAJARA,Otros,0.026455026455026454
GUADALAJARA,Viñedo,0.021164021164021163
GUADALAJARA,Girasol,0.005291005291005291
GUADALAJARA,Hortaliza,0.005291005291005291
GUADALAJARA,Mixto,0.005291005291005291
GUADALAJARA,Olivar,0.005291005291005291
HUELVA,Matorral,0.18461538461538463
HUELVA,Forest-Coníferas,0.16153846153846155
HUELVA,Pastizal,0.12307692307692308
HUELVA,Forest-Frondosas,0.09230769230769231
HUELVA,Forest-Eucalipto,0.08461538461538462
HUELVA,Agua,0.06923076923076923
HUELVA,Frutal,0.06153846153846154
HUELVA,Otros,0.06153846153846154
HUELVA,Desnudo,0.038461538461538464
HUELVA,Forest-Otros,0.038461538461538464
HUELVA,Mixto,0.03076923076923077
HUELVA,Cereal de invierno,0.023076923076923078
HUELVA,Olivar,0.015384615384615385
HUELVA,Cítricos,0.007692307692307693
HUELVA,Industrial,0.007692307692307693
HUESCA,Forest-Coníferas,0.36363636363636365
HUESCA,Pastizal,0.341991341991342
HUESCA,Forest-Frondosas,0.08658008658008658
HUESCA,Cereal de invierno,0.06493506493506493
HUESCA,Otros,0.05627705627705628
HUESCA,Matorral,0.03896103896103896
HUESCA,Agua,0.030303030303030304
HUESCA,Frutos secos,0.004329004329004329
HUESCA,Hortaliza,0.004329004329004329
HUESCA,Mixto,0.004329004329004329
HUESCA,Olivar,0.004329004329004329
ILLES BALEARS,Forest-Coníferas,0.5555555555555556
ILLES BALEARS,Forest-Frondosas,0.1111111111111111
ILLES BALEARS,Otros,0.1111111111111111
ILLES BALEARS,Matorral,0.07407407407407407
ILLES BALEARS,Agua,0.037037037037037035
ILLES BALEARS,Cereal de invierno,0.037037037037037035
ILLES BALEARS,Olivar,0.037037037037037035
ILLES BALEARS,Pastizal,0.037037037037037035
JAEN,Forest-Coníferas,0.4722222222222222
JAEN,Forest-Frondosas,0.14583333333333334
JAEN,Matorral,0.1111111111111111
JAEN,Cereal de invierno,0.09722222222222222
JAEN,Pastizal,0.0625
JAEN,Olivar,0.04861111111111111
JAEN,Otros,0.041666666666666664
JAEN,Herbáceos industriales,0.013888888888888888
JAEN,Mixto,0.006944444444444444
LA RIOJA,Forest-Frondosas,0.6666666666666666
LA RIOJA,Forest-Coníferas,0.07142857142857142
LA RIOJA,Pastizal,0.07142857142857142
LA RIOJA,Viñedo,0.07142857142857142
LA RIOJA,Cereal de invierno,0.047619047619047616
LA RIOJA,Frutos secos,0.023809523809523808
LA RIOJA,Matorral,0.023809523809523808
LA RIOJA,Otros,0.023809523809523808
LEON,Forest-Frondosas,0.32051282051282054
LEON,Forest-Coníferas,0.19230769230769232
LEON,Otros,0.19230769230769232
LEON,Matorral,0.11538461538461539
LEON,Pastizal,0.10256410256410256
LEON,Cereal de invierno,0.038461538461538464
LEON,Frutal,0.02564102564102564
LEON,Mixto,0.01282051282051282
LLEIDA,Forest-Coníferas,0.42011834319526625
LLEIDA,Forest-Frondosas,0.3905325443786982
LLEIDA,Matorral,0.047337278106508875
LLEIDA,Otros,0.047337278106508875
LLEIDA,Pastizal,0.047337278106508875
LLEIDA,Cereal de invierno,0.03550295857988166
LLEIDA,Frutos secos,0.005917159763313609
LLEIDA,Mixto,0.005917159763313609
LUGO,Matorral,0.408
LUGO,Forest-Coníferas,0.264
LUGO,Forest-Frondosas,0.12
LUGO,Frutal,0.112
LUGO,Pastizal,0.048
LUGO,Cereal de invierno,0.016
LUGO,Otros,0.016
LUGO,Maíz,0.008
LUGO,Mixto,0.008
MADRID,Forest-Coníferas,0.38522427440633245
MADRID,Forest-Frondosas,0.23218997361477572
MADRID,Cereal de invierno,0.11345646437994723
MADRID,Pastizal,0.08970976253298153
MADRID,Matorral,0.08179419525065963
MADRID,Otros,0.047493403693931395
MADRID,Frutal,0.0158311345646438
MADRID,Mixto,0.010554089709762533
MADRID,Agua,0.0079155672823219
MADRID,Industrial,0.0079155672823219
MADRID,Olivar,0.005277044854881266
MADRID,Desnudo,0.002638522427440633
MALAGA,Forest-Coníferas,0.29850746268656714
MALAGA,Frutal,0.11940298507462686
MALAGA,Cereal de invierno,0.1044776119402985
MALAGA,Frutos secos,0.08955223880597014
MALAGA,Olivar,0.08955223880597014
MALAGA,Pastizal,0.08955223880597014
MALAGA,Forest-Frondosas,0.07462686567164178
MALAGA,Otros,0.04477611940298507
MALAGA,Viñedo,0.04477611940298507
MALAGA,Matorral,0.029850746268656716
MALAGA,Hortaliza,0.014925373134328358
MURCIA,Otros,0.28378378378378377
MURCIA,Forest-Coníferas,0.20270270270270271
MURCIA,Cereal de invierno,0.13063063063063063
MURCIA,Matorral,0.08558558558558559
MURCIA,Pastizal,0.08108108108108109
MURCIA,Frutos secos,0.06756756756756757
MURCIA,Agua,0.02702702702702703
MURCIA,Viñedo,0.02702702702702703
MURCIA,Cítricos,0.02252252252252252
MURCIA,Forest-Frondosas,0.02252252252252252
MURCIA,Hortaliza,0.013513513513513514
MURCIA,Desnudo,0.009009009009009009
MURCIA,Frutal,0.009009009009009009
MURCIA,Herbáceos industriales,0.009009009009009009
MURCIA,Olivar,0.009009009009009009
NAVARRA,Forest-Frondosas,0.4472573839662447
NAVARRA,Forest-Coníferas,0.16033755274261605
NAVARRA,Pastizal,0.09282700421940929
NAVARRA,Frutal,0.08016877637130802
NAVARRA,Otros,0.08016877637130802
NAVARRA,Matorral,0.07172995780590717
NAVARRA,Cereal de invierno,0.06329113924050633
NAVARRA,Forest-Otros,0.004219409282700422
OURENSE,Matorral,0.45555555555555555
OURENSE,Forest-Coníferas,0.26666666666666666
OURENSE,Pastizal,0.1
OURENSE,Forest-Frondosas,0.08888888888888889
OURENSE,Frutal,0.05555555555555555
OURENSE,Cereal de invierno,0.011111111111111112
OURENSE,Mixto,0.011111111111111112
OURENSE,Viñedo,0.011111111111111112
PALENCIA,Forest-Coníferas,0.43478260869565216
PALENCIA,Forest-Frondosas,0.2608695652173913
PALENCIA,Cereal de invierno,0.15217391304347827
PALENCIA,Pastizal,0.06521739130434782
PALENCIA,Matorral,0.043478260869565216
PALENCIA,Otros,0.043478260869565216
PONTEVEDRA,Forest-Coníferas,0.36
PONTEVEDRA,Matorral,0.36
PONTEVEDRA,Forest-Frondosas,0.06666666666666667
PONTEVEDRA,Forest-Eucalipto,0.05333333333333334
PONTEVEDRA,Frutal,0.05333333333333334
PONTEVEDRA,Hortaliza,0.04
PONTEVEDRA,Pastizal,0.02666666666666667
PONTEVEDRA,Agua,0.013333333333333334
PONTEVEDRA,Maíz,0.013333333333333334
PONTEVEDRA,Otros,0.013333333333333334
SALAMANCA,Forest-Frondosas,0.3113207547169811
SALAMANCA,Cereal de invierno,0.3018867924528302
SALAMANCA,Forest-Coníferas,0.12264150943396226
SALAMANCA,Pastizal,0.10377358490566038
SALAMANCA,Matorral,0.05660377358490566
SALAMANCA,Otros,0.04716981132075472
SALAMANCA,Mixto,0.02830188679245283
SALAMANCA,Frutal,0.009433962264150943
SALAMANCA,Olivar,0.009433962264150943
SALAMANCA,Viñedo,0.009433962264150943
SEGOVIA,Forest-Coníferas,0.525
SEGOVIA,Forest-Frondosas,0.26666666666666666
SEGOVIA,Matorral,0.06666666666666667
SEGOVIA,Otros,0.06666666666666667
SEGOVIA,Pastizal,0.041666666666666664
SEGOVIA,Cereal de invierno,0.016666666666666666
SEGOVIA,Desnudo,0.008333333333333333
SEGOVIA,Mixto,0.008333333333333333
SEVILLA,Cereal de invierno,0.16037735849056603
SEVILLA,Forest-Coníferas,0.14150943396226415
SEVILLA,Olivar,0.11320754716981132
SEVILLA,Otros,0.11320754716981132
SEVILLA,Forest-Frondosas,0.09433962264150944
SEVILLA,Agua,0.08490566037735849
SEVILLA,Pastizal,0.05660377358490566
SEVILLA,Frutal,0.04716981132075472
SEVILLA,Forest-Eucalipto,0.03773584905660377
SEVILLA,Forest-Otros,0.03773584905660377
SEVILLA,Matorral,0.03773584905660377
SEVILLA,Cítricos,0.018867924528301886
SEVILLA,Herbáceos industriales,0.018867924528301886
SEVILLA,Mixto,0.018867924528301886
SEVILLA,Arrozal,0.009433962264150943
SEVILLA,Hortaliza,0.009433962264150943
SORIA,Forest-Coníferas,0.45454545454545453
SORIA,Forest-Frondosas,0.2937062937062937
SORIA,Matorral,0.1258741258741259
SORIA,Cereal de invierno,0.04195804195804196
SORIA,Pastizal,0.027972027972027972
SORIA,Mixto,0.02097902097902098
SORIA,Otros,0.02097902097902098
SORIA,Forest-Otros,0.006993006993006993
SORIA,Frutal,0.006993006993006993
TARRAGONA,Forest-Coníferas,0.5531914893617021
TARRAGONA,Otros,0.1276595744680851
TARRAGONA,Olivar,0.10638297872340426
TARRAGONA,Viñedo,0.06382978723404255
TARRAGONA,Cereal de invierno,0.0425531914893617
TARRAGONA,Forest-Frondosas,0.0425531914893617
TARRAGONA,Frutos secos,0.02127659574468085
TARRAGONA,Hortaliza,0.02127659574468085
TARRAGONA,Pastizal,0.02127659574468085
TERUEL,Forest-Coníferas,0.6690647482014388
TERUEL,Forest-Frondosas,0.12949640287769784
TERUEL,Otros,0.08633093525179857
TERUEL,Pastizal,0.050359712230215826
TERUEL,Matorral,0.02158273381294964
TERUEL,Frutos secos,0.014388489208633094
TERUEL,Cítricos,0.007194244604316547
TERUEL,Hortaliza,0.007194244604316547
TERUEL,Mixto,0.007194244604316547
TERUEL,Viñedo,0.007194244604316547
TOLEDO,Forest-Frondosas,0.2831858407079646
TOLEDO,Cereal de invierno,0.168141592920354
TOLEDO,Otros,0.12389380530973451
TOLEDO,Matorral,0.11504424778761062
TOLEDO,Olivar,0.07964601769911504
TOLEDO,Forest-Coníferas,0.07079646017699115
TOLEDO,Pastizal,0.05309734513274336
TOLEDO,Viñedo,0.04424778761061947
TOLEDO,Agua,0.017699115044247787
TOLEDO,Industrial,0.017699115044247787
TOLEDO,Desnudo,0.008849557522123894
TOLEDO,Frutal,0.008849557522123894
TOLEDO,Mixto,0.008849557522123894
VALENCIA,Forest-Coníferas,0.3333333333333333
VALENCIA,Cítricos,0.10215053763440861
VALENCIA,Matorral,0.10215053763440861
VALENCIA,Otros,0.10215053763440861
VALENCIA,Forest-Frondosas,0.06989247311827956
VALENCIA,Viñedo,0.06451612903225806
VALENCIA,Mixto,0.053763440860215055
VALENCIA,Cereal de invierno,0.04838709677419355
VALENCIA,Pastizal,0.03225806451612903
VALENCIA,Frutal,0.021505376344086023
VALENCIA,Agua,0.016129032258064516
VALENCIA,Desnudo,0.016129032258064516
VALENCIA,Frutos secos,0.010752688172043012
VALENCIA,Hortaliza,0.010752688172043012
VALENCIA,Olivar,0.010752688172043012
VALENCIA,Arrozal,0.005376344086021506
VALLADOLID,Forest-Coníferas,0.4
VALLADOLID,Cereal de invierno,0.3515151515151515
VALLADOLID,Forest-Frondosas,0.07272727272727272
VALLADOLID,Pastizal,0.07272727272727272
VALLADOLID,Otros,0.06666666666666667
VALLADOLID,Viñedo,0.024242424242424242
VALLADOLID,Matorral,0.012121212121212121
ZAMORA,Cereal de invierno,0.3114754098360656
ZAMORA,Forest-Frondosas,0.27049180327868855
ZAMORA,Forest-Coníferas,0.1885245901639344
ZAMORA,Pastizal,0.06557377049180328
ZAMORA,Otros,0.04918032786885246
ZAMORA,Viñedo,0.04918032786885246
ZAMORA,Matorral,0.03278688524590164
ZAMORA,Forest-Otros,0.00819672131147541
ZAMORA,Hortaliza,0.00819672131147541
ZAMORA,Maíz,0.00819672131147541
ZAMORA,Mixto,0.00819672131147541
ZARAGOZA,Forest-Coníferas,0.31007751937984496
ZARAGOZA,Forest-Frondosas,0.3023255813953488
ZARAGOZA,Cereal de invierno,0.13178294573643412
ZARAGOZA,Otros,0.13178294573643412
ZARAGOZA,Pastizal,0.046511627906976744
ZARAGOZA,Agua,0.023255813953488372
ZARAGOZA,Matorral,0.023255813953488372
ZARAGOZA,Frutos secos,0.007751937984496124
ZARAGOZA,Mixto,0.007751937984496124
ZARAGOZA,Olivar,0.007751937984496124
ZARAGOZA,Viñedo,0.007751937984496124
