/* DATA DESCRIPTION:
Citation:	Llorente, Mireia; Rovira, Pere; Merino, Agustín; Rubio, Agustín; Turrión, MaBelén; Badía, David; Romanya, Joan; González, Jordi Cortina José Antonio (2018): Physical and chemical characteristics of soil horizons from the CARBOSOL Database of Spain [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.884514, 
	In: Llorente, M et al. (2018): The CARBOSOL Database: a georeferenced soil profile analytical database for Spain [dataset publication series]. PANGAEA, https://doi.org/10.1594/PANGAEA.884517
Further details:	Llorente, Mireia; Rovira, Pere; Merino, Agustín; Rubio, Agustín; Turrión, MaBelén; Badía, David; Romanya, Joan; González, Jordi Cortina José Antonio (2018): Further information to the CARBOSOL Database of Spain [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.884515
Coverage:	MEDIAN LATITUDE: 40.597643 * MEDIAN LONGITUDE: -3.267823 * SOUTH-BOUND LATITUDE: 36.032343 * WEST-BOUND LONGITUDE: -9.104709 * NORTH-BOUND LATITUDE: 43.733352 * EAST-BOUND LONGITUDE: 4.060389
	MINIMUM DEPTH, sediment/rock: 0.005 m * MAXIMUM DEPTH, sediment/rock: 5.300 m
Event(s):	CARBOSOL_DB (CARBOSOL Database Spain) * LATITUDE: 40.308250 * LONGITUDE: -3.732393 * METHOD/DEVICE: Soil profile (SOIL)
Parameter(s):	Province (Province) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Location (Location) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	LATITUDE (Latitude) * GEOCODE * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	LONGITUDE (Longitude) * GEOCODE * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	UTM Easting, Universal Transverse Mercator [m] (UTM east) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	UTM Northing, Universal Transverse Mercator [m] (UTM north) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Sample ID (Sample ID) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Unique identification number of horizon
	Sample ID (Sample ID) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Unique identification number of profile
	Horizon (Horizon) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Horizon name in the original reference
	Position (Position) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Horizon position in the soil profile
	Position (Position) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Horizon relative position in the soil profile
	Depth, top/min [m] (Depth top) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Depth, bottom/max [m] (Depth bot) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Thickness [m] (Thick) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Color code HLS-system (Color HLS) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Density [g/cm**3] (Density) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Lithogenic material [%] (Litho) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Coarse material
	Sand [%] (Sand) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Silt [%] (Silt) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Clay minerals [%] (Clay min) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Organic matter [%] (OM) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Carbon, organic, total [%] (TOC) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	pH (pH) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Carbonates [%] (Carb) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Carbon/Nitrogen ratio (C/N) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Nitrogen, total [mg/kg] (TN) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Phosphorus [mg/kg] (P) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Potassium [mg/kg] (K) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Calcium [mg/kg] (Ca) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Magnesium [mg/kg] (Mg) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Sodium [mg/kg] (Na) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Cation exchange capacity [cmol/kg] (CEC) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Conductivity, electrical [mS/m] (EC) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Gypsum [%] (Gp) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	503563 data points
*/
Province	Location	Latitude	Longitude	UTM east [m]	UTM north [m]	Sample ID (Unique identification number ...)	Sample ID (Unique identification number ...)	Horizon (Horizon name in the original ...)	Position (Horizon position in the soil ...)	Position (Horizon relative position in ...)	Depth top [m]	Depth bot [m]	Depth sed [m]	Thick [m]	Color HLS	Density [g/cm**3]	Litho [%] (Coarse material)	Sand [%]	Silt [%]	Clay min [%]	OM [%]	TOC [%]	pH	Carb [%]	C/N	TN [mg/kg]	P [mg/kg]	K [mg/kg]	Ca [mg/kg]	Mg [mg/kg]	Na [mg/kg]	CEC [cmol/kg]	EC [mS/m]	Gp [%]
LEON	RIELLO	42.8624	-5.9305	260600	4749700	35	10	Bw	2	medium position	0.20	0.80	0.500	0.60			64.00	67.0	20.5	12.5	0.10	0.06	4.43										2	
LEON	RIELLO	42.8624	-5.9305	260600	4749700	36	10	Bw/C	3	final position	0.80	1.25	1.025	0.45			64.70	66.0	22.0	12.0	0.29	0.17	4.37										2	
AVILA	EL ARENAL	40.2521	-5.0741	323600	4457800	37	11	A	1	initial position	0.00	0.17	0.085	0.17			48.11	81.7	15.2	3.1	7.28	4.23	5.00		23.51	1800	0.77	115.81					4	
AVILA	EL ARENAL	40.2521	-5.0741	323600	4457800	38	11	Bt	2	medium position	0.17	0.33	0.250	0.16			56.18	81.2	11.7	7.1	3.24	1.88	5.19										3	
AVILA	EL ARENAL	40.2521	-5.0741	323600	4457800	39	11	C1	3	medium position	0.33	0.67	0.500	0.34			48.52	80.2	14.5	5.3	1.07	0.62	5.27										2	
AVILA	EL ARENAL	40.2521	-5.0741	323600	4457800	40	11	C2	4	final position	0.67	1.00	0.835	0.33			56.75	83.3	11.6	5.1	0.44	0.26	5.22										2	
GUADALAJARA	LUZON	41.0124	-2.2579	562400	4540400	41	12	Ah	1	initial position	0.00	0.10	0.050	0.10			37.19	72.3	24.7	3.0	15.80	9.19	4.25		30.62	3000	3.28	151.02					15	
GUADALAJARA	LUZON	41.0124	-2.2579	562400	4540400	42	12	E1	2	medium position	0.10	0.40	0.250	0.30			77.10	72.8	25.3	1.9	1.17	0.68											4	
GUADALAJARA	LUZON	41.0124	-2.2579	562400	4540400	43	12	E2/B	3	medium position	0.40	0.55	0.475	0.15			72.27	73.9	25.0	1.1	0.27	0.16	4.26										2	
GUADALAJARA	LUZON	41.0124	-2.2579	562400	4540400	44	12	Bt	4	final position	0.55	1.00	0.775	0.45			67.90	58.0	25.0	17.0	0.57	0.33	4.68										4	
SEGOVIA	VILLAVERDE DE ISCAR	41.3026	-4.5457	370600	4573500	45	13	A	1	initial position	0.00	0.25	0.125	0.25			6.48	95.0	2.7	2.3	1.10	0.64	5.75		1.07	6000	1.99	13.04					3	
SEGOVIA	VILLAVERDE DE ISCAR	41.3026	-4.5457	370600	4573500	46	13	Bw	2	medium position	0.25	0.75	0.500	0.50			10.34	94.0	4.8	1.2	0.54	0.31	5.55										4	
SEGOVIA	VILLAVERDE DE ISCAR	41.3026	-4.5457	370600	4573500	47	13	C1	3	medium position	0.75	0.90	0.825	0.15			29.39	99.0	0.5	0.5	0.53	0.31	6.01										1	
SEGOVIA	VILLAVERDE DE ISCAR	41.3026	-4.5457	370600	4573500	48	13	C2	4	final position	0.90	1.00	0.950	0.10			34.63	98.0	1.5	0.5	0.54	0.31	6.13										2	
NAVARRA	GARRALDA	42.9428	-1.2815	640200	4755900	49	14	A	1	initial position	0.00	0.10	0.050	0.10			13.18	23.0	60.0	17.0	6.48	3.77	4.59		15.70	2400	1.74	93.00					7	
NAVARRA	GARRALDA	42.9428	-1.2815	640200	4755900	50	14	Bt	2	medium position	0.10	0.60	0.350	0.50			7.59	18.0	51.0	31.0	1.27	0.74	4.47										4	
NAVARRA	GARRALDA	42.9428	-1.2815	640200	4755900	51	14	Bts	3	medium position	0.60	0.90	0.750	0.30			14.90	19.0	49.0	32.0	0.25	0.15	4.44										3	
NAVARRA	GARRALDA	42.9428	-1.2815	640200	4755900	52	14	Bts/C	4	final position	0.90	1.00	0.950	0.10			22.64	22.0	47.0	31.0	0.32	0.19	4.63										3	
AVILA	CUEVAS DEL VALLE	40.3028	-5.0051	329600	4463300	53	15	A	1	initial position	0.00	0.31	0.155	0.31			40.33	79.9	12.0	8.1	7.13	4.15	5.18		23.03	1800	1.27	80.02					5	
AVILA	CUEVAS DEL VALLE	40.3028	-5.0051	329600	4463300	54	15	Bts	2	medium position	0.31	0.53	0.417	0.21			66.77	72.9	15.5	11.6	5.51	3.20	4.89										4	
AVILA	CUEVAS DEL VALLE	40.3028	-5.0051	329600	4463300	55	15	C	3	final position	0.53	1.25	0.887	0.72			83.99	81.1	12.6	6.3	2.37	1.38	4.99										3	
SEGOVIA	PRADENA	41.1259	-3.9262	422250	4553150	56	16	A	1	initial position	0.00	0.08	0.040	0.08			32.42	55.0	34.8	10.2	6.97	4.05	6.50		12.28	3300	3.77	258.00					14	
SEGOVIA	PRADENA	41.1259	-3.9262	422250	4553150	57	16	Bw	2	medium position	0.08	0.28	0.180	0.20			29.89	59.3	29.8	10.9	1.84	1.07	5.69										7	
SEGOVIA	PRADENA	41.1259	-3.9262	422250	4553150	58	16	C	3	medium position	0.28	0.65	0.465	0.37			63.56	65.7	26.2	8.1	0.27	0.16	5.76										3	
SEGOVIA	PRADENA	41.1259	-3.9262	422250	4553150	59	16	2C	4	final position	0.65	1.00	0.825	0.35			36.73	54.7	27.1	18.2	0.21	0.12	5.49										3	
BURGOS	SANTA CRUZ DEL VALLE URBION	42.3142	-3.2111	482600	4684680	60	17	Ah	1	initial position	0.00	0.22	0.110	0.22			30.62	23.0	61.6	15.4	11.61	6.75	4.40		12.05	5600							8	
BURGOS	SANTA CRUZ DEL VALLE URBION	42.3142	-3.2111	482600	4684680	61	17	Bw	2	medium position	0.22	0.40	0.310	0.18			42.32	24.3	56.8	18.9	4.16	2.42	4.20		12.73	1900							3	
BURGOS	SANTA CRUZ DEL VALLE URBION	42.3142	-3.2111	482600	4684680	62	17	Bw/C	3	medium position	0.40	0.60	0.500	0.20			72.14	31.4	56.1	12.5	3.05	1.77	4.60										3	
BURGOS	SANTA CRUZ DEL VALLE URBION	42.3142	-3.2111	482600	4684680	63	17	C	4	final position	0.60	1.00	0.800	0.40			66.76	37.3	55.8	6.9	0.64	0.37	4.70										2	
SORIA	EL ROYO	41.9461	-2.7113	523930	4643830	64	20	Ad	1	initial position	0.00	0.24	0.120	0.24			52.01	64.4	23.8	11.8	3.53	2.05	4.60		10.80	1900							7	
SORIA	EL ROYO	41.9461	-2.7113	523930	4643830	65	20	Bw1	2	medium position	0.24	0.43	0.335	0.19			22.77	63.8	27.4	8.8	0.35	0.20	5.00		10.17	200							2	
SORIA	EL ROYO	41.9461	-2.7113	523930	4643830	66	20	Bw2	3	medium position	0.43	0.65	0.540	0.22			31.84	64.0	27.4	8.6	0.36	0.21	5.10										3	
SORIA	EL ROYO	41.9461	-2.7113	523930	4643830	67	20	C	4	final position	0.65	1.00	0.825	0.35			42.37	65.5	25.6	8.9	0.32	0.19	5.10										3	
SORIA	MONTENEGRO DE CAMEROS	42.0553	-2.7784	518340	4655940	68	21	A	1	initial position	0.00	0.25	0.125	0.25			8.41	39.2	43.5	17.3	6.07	3.53	4.50		12.17	2900							8	
SORIA	MONTENEGRO DE CAMEROS	42.0553	-2.7784	518340	4655940	69	21	Bt	2	medium position	0.25	0.50	0.375	0.25			63.92	34.0	29.7	36.3	1.15	0.67	4.70										3	
SORIA	MONTENEGRO DE CAMEROS	42.0553	-2.7784	518340	4655940	70	21	Bt/C	3	medium position	0.50	0.77	0.635	0.27			77.37	21.2	56.7	22.1	0.47	0.27	4.80										3	
SORIA	MONTENEGRO DE CAMEROS	42.0553	-2.7784	518340	4655940	71	21	C	4	final position	0.77	1.00	0.885	0.23			68.01	22.1	59.1	18.8	0.27	0.16	5.00										2	
SORIA	VINUESA	42.0153	-2.8216	514770	4651490	72	22	A	1	initial position	0.00	0.18	0.090	0.18			56.85	73.9	19.7	6.4	2.72	1.58	4.70		9.88	1600							5	
SORIA	VINUESA	42.0153	-2.8216	514770	4651490	73	22	E1	2	medium position	0.18	0.37	0.275	0.19			61.30	72.5	22.7	4.8	0.69	0.40	4.90		10.03	400							2	
